player,position,number,nat.,url,marketValue
Unai Simón,Goalkeeper,25,Spain,https://www.transfermarkt.com/unai-simon/profil/spieler/262396,6.0
Iago Herrerín,Goalkeeper,13,Spain,https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570,4.0
Álex Remiro,Goalkeeper,1,Spain,https://www.transfermarkt.com/alex-remiro/profil/spieler/212862,1.5
Hodei Oleaga,Goalkeeper,26,Spain,https://www.transfermarkt.com/hodei-oleaga/profil/spieler/338286,0.2
Iñigo Martínez,Centre-Back,4,Spain,https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,32.0
Yeray Álvarez,Centre-Back,5,Spain,https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,25.0
Unai Núñez,Centre-Back,3,Spain,https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,15.0
Xabi Etxeita,Centre-Back,unknown,Spain,https://www.transfermarkt.com/xabi-etxeita/profil/spieler/71559,2.0
Dani Vivian,Centre-Back,29,Spain,https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,0.25
Yuri Berchiche,Left-Back,12,"['Spain', 'Algeria']",https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,20.0
Mikel Balenziaga,Left-Back,24,Spain,https://www.transfermarkt.com/mikel-balenziaga/profil/spieler/85258,2.0
Cristian Ganea,Left-Back,2,"['Romania', 'Spain']",https://www.transfermarkt.com/cristian-ganea/profil/spieler/262117,1.0
Óscar de Marcos,Right-Back,18,Spain,https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,6.0
Ander Capa,Right-Back,21,Spain,https://www.transfermarkt.com/ander-capa/profil/spieler/197545,3.0
Iñigo Lekue,Right-Back,15,Spain,https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,2.0
Mikel San José,Defensive Midfield,6,Spain,https://www.transfermarkt.com/mikel-san-jose/profil/spieler/52469,7.5
Peru Nolaskoain,Defensive Midfield,31,Spain,https://www.transfermarkt.com/peru-nolaskoain/profil/spieler/447052,5.0
Mikel Vesga,Defensive Midfield,unknown,Spain,https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,4.0
Ander Iturraspe,Defensive Midfield,8,Spain,https://www.transfermarkt.com/ander-iturraspe/profil/spieler/71571,2.5
Beñat Etxebarria,Central Midfield,7,Spain,https://www.transfermarkt.com/benat-etxebarria/profil/spieler/40888,4.0
Dani García,Central Midfield,16,Spain,https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,4.0
Unai López,Central Midfield,23,Spain,https://www.transfermarkt.com/unai-lopez/profil/spieler/192009,1.5
Mikel Rico,Central Midfield,17,Spain,https://www.transfermarkt.com/mikel-rico/profil/spieler/51474,0.8
Iker Muniain,Left Winger,10,Spain,https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,15.0
Iñigo Córdoba,Left Winger,11,Spain,https://www.transfermarkt.com/inigo-cordoba/profil/spieler/251848,4.0
Iñigo Vicente,Left Winger,32,Spain,https://www.transfermarkt.com/inigo-vicente/profil/spieler/335216,1.0
Markel Susaeta,Right Winger,14,Spain,https://www.transfermarkt.com/markel-susaeta/profil/spieler/54245,6.0
Ibai Gómez,Right Winger,19,Spain,https://www.transfermarkt.com/ibai-gomez/profil/spieler/127837,4.0
Iñaki Williams,Centre-Forward,9,"['Spain', 'Ghana']",https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,50.0
Raúl García,Centre-Forward,22,Spain,https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,7.5
Kenan Kodro,Centre-Forward,2,"['Bosnia-Herzegovina', 'Spain']",https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126,1.0
Sabin Merino,Centre-Forward,19,Spain,https://www.transfermarkt.com/sabin-merino/profil/spieler/192736,1.0
Aritz Aduriz,Centre-Forward,20,Spain,https://www.transfermarkt.com/aritz-aduriz/profil/spieler/29124,1.0
Gorka Guruzeta,Centre-Forward,30,Spain,https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205,0.5
Jan Oblak,Goalkeeper,13,Slovenia,https://www.transfermarkt.com/jan-oblak/profil/spieler/121483,100.0
Antonio Adán,Goalkeeper,1,Spain,https://www.transfermarkt.com/antonio-adan/profil/spieler/44062,1.5
André Moreira,Goalkeeper,unknown,Portugal,https://www.transfermarkt.com/andre-moreira/profil/spieler/326363,0.8
Axel Werner,Goalkeeper,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/axel-werner/profil/spieler/236734,0.6
Álex dos Santos,Goalkeeper,37,"['Brazil', 'Spain']",https://www.transfermarkt.com/alex-dos-santos/profil/spieler/396341,0.2
Lucas Hernández,Centre-Back,21,"['France', 'Spain']",https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,70.0
José María Giménez,Centre-Back,24,"['Uruguay', 'Spain']",https://www.transfermarkt.com/jose-maria-gimenez/profil/spieler/250845,70.0
Stefan Savic,Centre-Back,15,"['Montenegro', 'Serbia']",https://www.transfermarkt.com/stefan-savic/profil/spieler/107010,35.0
Diego Godín,Centre-Back,2,"['Uruguay', 'Spain']",https://www.transfermarkt.com/diego-godin/profil/spieler/54928,20.0
Francisco Montero,Centre-Back,35,Spain,https://www.transfermarkt.com/francisco-montero/profil/spieler/396333,10.0
Nehuén Pérez,Centre-Back,18,Argentina,https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693,2.5
Tachi,Centre-Back,36,Spain,https://www.transfermarkt.com/tachi/profil/spieler/354697,0.3
Filipe Luís,Left-Back,3,"['Brazil', 'Poland']",https://www.transfermarkt.com/filipe-luis/profil/spieler/21725,3.0
Manu Sánchez,Left-Back,54,Spain,https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809,0.1
Sime Vrsaljko,Right-Back,unknown,Croatia,https://www.transfermarkt.com/sime-vrsaljko/profil/spieler/76061,20.0
Santiago Arias,Right-Back,4,Colombia,https://www.transfermarkt.com/santiago-arias/profil/spieler/120443,18.0
Juanfran Torres,Right-Back,20,Spain,https://www.transfermarkt.com/juanfran-torres/profil/spieler/16635,3.0
Andrés Solano,Right-Back,33,"['Colombia', 'Italy']",https://www.transfermarkt.com/andres-solano/profil/spieler/461618,0.2
Carlos Isaac,Right-Back,38,Spain,https://www.transfermarkt.com/carlos-isaac/profil/spieler/396324,0.2
Rodri,Defensive Midfield,14,Spain,https://www.transfermarkt.com/rodri/profil/spieler/357565,80.0
Thomas Partey,Defensive Midfield,5,Ghana,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,50.0
Gustavo Assunção,Defensive Midfield,57,"['Brazil', 'Portugal']",https://www.transfermarkt.com/gustavo-assuncao/profil/spieler/461629,0.1
Saúl Ñíguez,Central Midfield,8,Spain,https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,90.0
Koke,Central Midfield,6,Spain,https://www.transfermarkt.com/koke/profil/spieler/74229,70.0
Roberto Olabe,Central Midfield,30,Spain,https://www.transfermarkt.com/roberto-olabe/profil/spieler/242299,0.8
Toni Moya,Central Midfield,43,Spain,https://www.transfermarkt.com/toni-moya/profil/spieler/295065,0.3
Cristian Rodríguez,Central Midfield,28,Spain,https://www.transfermarkt.com/cristian-rodriguez/profil/spieler/442802,0.25
Mikel Carro,Central Midfield,30,Spain,https://www.transfermarkt.com/mikel-carro/profil/spieler/396327,0.15
Thomas Lemar,Attacking Midfield,11,"['France', 'Guadeloupe']",https://www.transfermarkt.com/thomas-lemar/profil/spieler/205562,40.0
Bernard Mensah,Attacking Midfield,unknown,Ghana,https://www.transfermarkt.com/bernard-mensah/profil/spieler/324321,2.3
Vitolo,Left Winger,23,Spain,https://www.transfermarkt.com/vitolo/profil/spieler/67082,18.0
Luciano Vietto,Left Winger,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/luciano-vietto/profil/spieler/214316,7.0
Joaquín Muñoz,Left Winger,47,Spain,https://www.transfermarkt.com/joaquin-munoz/profil/spieler/396334,0.3
Gelson Martins,Right Winger,18,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,28.0
Víctor Mollejo,Right Winger,40,Spain,https://www.transfermarkt.com/victor-mollejo/profil/spieler/505673,2.5
Antoine Griezmann,Second Striker,7,France,https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781,130.0
Ángel Correa,Second Striker,10,"['Argentina', 'Spain']",https://www.transfermarkt.com/angel-correa/profil/spieler/266807,35.0
Álvaro Morata,Centre-Forward,22,Spain,https://www.transfermarkt.com/alvaro-morata/profil/spieler/128223,50.0
Diego Costa,Centre-Forward,19,"['Spain', 'Brazil']",https://www.transfermarkt.com/diego-costa/profil/spieler/44779,25.0
Nikola Kalinic,Centre-Forward,9,Croatia,https://www.transfermarkt.com/nikola-kalinic/profil/spieler/36371,10.0
Borja Garcés,Centre-Forward,32,Spain,https://www.transfermarkt.com/borja-garces/profil/spieler/566036,3.0
Sergio Camello,Centre-Forward,55,Spain,https://www.transfermarkt.com/sergio-camello/profil/spieler/505674,2.5
Andriy Lunin,Goalkeeper,unknown,Ukraine,https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839,7.5
Iván Cuéllar,Goalkeeper,1,Spain,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493,0.8
Jon Ander Serantes,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/jon-ander-serantes/profil/spieler/71835,0.5
Andrés Prieto,Goalkeeper,13,Spain,https://www.transfermarkt.com/andres-prieto/profil/spieler/238032,0.2
David Tejero,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/david-tejero/profil/spieler/282435,0.15
Dimitrios Siovas,Centre-Back,22,Greece,https://www.transfermarkt.com/dimitrios-siovas/profil/spieler/52403,6.0
Kenneth Omeruo,Centre-Back,unknown,Nigeria,https://www.transfermarkt.com/kenneth-omeruo/profil/spieler/131708,5.0
Unai Bustinza,Centre-Back,3,Spain,https://www.transfermarkt.com/unai-bustinza/profil/spieler/156808,4.0
Diego Reyes,Centre-Back,unknown,Mexico,https://www.transfermarkt.com/diego-reyes/profil/spieler/131090,2.0
Rodri Tarín,Centre-Back,15,Spain,https://www.transfermarkt.com/rodri-tarin/profil/spieler/203617,2.0
Ezequiel Muñoz,Centre-Back,19,"['Argentina', 'Italy']",https://www.transfermarkt.com/ezequiel-munoz/profil/spieler/75127,1.0
Josua Mejías,Centre-Back,unknown,"['Venezuela', 'Spain']",https://www.transfermarkt.com/josua-mejias/profil/spieler/427683,0.2
Jonathan Silva,Left-Back,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/jonathan-silva/profil/spieler/189453,3.0
Vasyl Kravets,Left-Back,14,Ukraine,https://www.transfermarkt.com/vasyl-kravets/profil/spieler/245048,3.0
Raúl Carnero,Left-Back,unknown,Spain,https://www.transfermarkt.com/raul-carnero/profil/spieler/139434,1.0
Allan Nyom,Right-Back,unknown,"['Cameroon', 'France']",https://www.transfermarkt.com/allan-nyom/profil/spieler/111508,3.0
Juanfran,Right-Back,unknown,Spain,https://www.transfermarkt.com/juanfran/profil/spieler/64411,2.5
Rubén Pérez,Defensive Midfield,21,Spain,https://www.transfermarkt.com/ruben-perez/profil/spieler/113045,7.5
Mikel Vesga,Defensive Midfield,unknown,Spain,https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,4.0
Gerard Gumbau,Defensive Midfield,6,Spain,https://www.transfermarkt.com/gerard-gumbau/profil/spieler/268670,2.5
Recio,Central Midfield,8,Spain,https://www.transfermarkt.com/recio/profil/spieler/150948,3.0
Facundo García,Central Midfield,unknown,Argentina,https://www.transfermarkt.com/facundo-garcia/profil/spieler/571079,0.6
Óscar Rodríguez,Attacking Midfield,27,Spain,https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884,10.0
Fede Vico,Attacking Midfield,unknown,Spain,https://www.transfermarkt.com/fede-vico/profil/spieler/162079,1.5
Javi Eraso,Attacking Midfield,17,Spain,https://www.transfermarkt.com/javi-eraso/profil/spieler/156814,1.5
José Manuel Arnáiz,Left Winger,16,Spain,https://www.transfermarkt.com/jose-manuel-arnaiz/profil/spieler/364603,2.5
Alexander Szymanowski,Left Winger,11,"['Argentina', 'Spain']",https://www.transfermarkt.com/alexander-szymanowski/profil/spieler/217728,1.5
Dani Ojeda,Left Winger,unknown,Spain,https://www.transfermarkt.com/dani-ojeda/profil/spieler/111621,0.4
Nabil El Zhar,Right Winger,unknown,"['Morocco', 'France']",https://www.transfermarkt.com/nabil-el-zhar/profil/spieler/37917,2.0
Javier Avilés,Right Winger,unknown,Spain,https://www.transfermarkt.com/javier-aviles/profil/spieler/456938,0.1
Youssef En-Nesyri,Centre-Forward,26,Morocco,https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,12.0
Martin Braithwaite,Centre-Forward,unknown,"['Denmark', 'Guyana']",https://www.transfermarkt.com/martin-braithwaite/profil/spieler/95732,8.0
Guido Carrillo,Centre-Forward,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/guido-carrillo/profil/spieler/184672,7.5
Michael Santos,Centre-Forward,unknown,Uruguay,https://www.transfermarkt.com/michael-santos/profil/spieler/178107,2.0
Diego Rolán,Centre-Forward,unknown,Uruguay,https://www.transfermarkt.com/diego-rolan/profil/spieler/193938,2.0
Sabin Merino,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/sabin-merino/profil/spieler/192736,1.0
Mamadou Koné,Centre-Forward,unknown,Cote d'Ivoire,https://www.transfermarkt.com/mamadou-kone/profil/spieler/171165,0.8
Owusu,Centre-Forward,unknown,Ghana,https://www.transfermarkt.com/owusu/profil/spieler/457782,0.3
Fernando Pacheco,Goalkeeper,1,Spain,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015,15.0
Antonio Sivera,Goalkeeper,13,Spain,https://www.transfermarkt.com/antonio-sivera/profil/spieler/298197,1.5
Álex Domínguez,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/alex-dominguez/profil/spieler/524937,0.1
Guillermo Maripán,Centre-Back,6,Chile,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,15.0
Víctor Laguardia,Centre-Back,5,Spain,https://www.transfermarkt.com/victor-laguardia/profil/spieler/67080,10.0
Rodrigo Ely,Centre-Back,4,"['Brazil', 'Italy']",https://www.transfermarkt.com/rodrigo-ely/profil/spieler/176140,2.0
Rafa Páez,Centre-Back,unknown,Spain,https://www.transfermarkt.com/rafa-paez/profil/spieler/268258,0.4
Adrián Diéguez,Centre-Back,unknown,Spain,https://www.transfermarkt.com/adrian-dieguez/profil/spieler/355335,0.3
Rubén Duarte,Left-Back,3,Spain,https://www.transfermarkt.com/ruben-duarte/profil/spieler/177046,5.0
Adrián Marín,Left-Back,17,Spain,https://www.transfermarkt.com/adrian-marin/profil/spieler/295414,0.8
Cristian Glauder,Left-Back,unknown,Spain,https://www.transfermarkt.com/cristian-glauder/profil/spieler/380365,0.3
Martín Aguirregabiria,Right-Back,21,Spain,https://www.transfermarkt.com/martin-aguirregabiria/profil/spieler/483573,7.5
Ximo Navarro,Right-Back,15,Spain,https://www.transfermarkt.com/ximo-navarro/profil/spieler/184767,3.0
Carlos Vigaray,Right-Back,2,Spain,https://www.transfermarkt.com/carlos-vigaray/profil/spieler/263627,0.6
Rafa Navarro,Right-Back,unknown,Spain,https://www.transfermarkt.com/rafa-navarro/profil/spieler/351746,0.5
Manu García,Defensive Midfield,19,Spain,https://www.transfermarkt.com/manu-garcia/profil/spieler/76273,2.0
Antonio Perera,Defensive Midfield,unknown,Spain,https://www.transfermarkt.com/antonio-perera/profil/spieler/483742,0.1
Tomás Pina,Central Midfield,8,Spain,https://www.transfermarkt.com/tomas-pina/profil/spieler/139895,2.5
Mubarak Wakaso,Central Midfield,22,Ghana,https://www.transfermarkt.com/mubarak-wakaso/profil/spieler/45639,2.5
Darko Brasanac,Central Midfield,unknown,Serbia,https://www.transfermarkt.com/darko-brasanac/profil/spieler/95641,2.0
Dani Torres,Central Midfield,unknown,Colombia,https://www.transfermarkt.com/dani-torres/profil/spieler/93142,0.9
Javi Muñoz,Central Midfield,unknown,Spain,https://www.transfermarkt.com/javi-munoz/profil/spieler/282421,0.5
Jony,Left Winger,unknown,Spain,https://www.transfermarkt.com/jony/profil/spieler/228761,10.0
Takashi Inui,Left Winger,unknown,Japan,https://www.transfermarkt.com/takashi-inui/profil/spieler/98249,4.0
Burgui,Left Winger,14,Spain,https://www.transfermarkt.com/burgui/profil/spieler/246277,1.5
Álex Blanco,Left Winger,unknown,Spain,https://www.transfermarkt.com/alex-blanco/profil/spieler/328914,0.5
Anderson Cruz,Left Winger,unknown,"['Angola', 'Portugal']",https://www.transfermarkt.com/anderson-cruz/profil/spieler/533060,0.2
Ibai Gómez,Right Winger,unknown,Spain,https://www.transfermarkt.com/ibai-gomez/profil/spieler/127837,4.0
Patrick Twumasi,Right Winger,24,Ghana,https://www.transfermarkt.com/patrick-twumasi/profil/spieler/188651,1.2
Nando García,Right Winger,unknown,Spain,https://www.transfermarkt.com/nando-garcia/profil/spieler/337977,0.4
Jonathan Calleri,Centre-Forward,unknown,"['Argentina', 'Italy']",https://www.transfermarkt.com/jonathan-calleri/profil/spieler/284727,9.0
Rubén Sobrino,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/ruben-sobrino/profil/spieler/85383,3.0
John Guidetti,Centre-Forward,10,Sweden,https://www.transfermarkt.com/john-guidetti/profil/spieler/98596,3.0
Borja Bastón,Centre-Forward,unknown,Spain,https://www.transfermarkt.com/borja-baston/profil/spieler/85324,2.0
Diego Rolán,Centre-Forward,unknown,Uruguay,https://www.transfermarkt.com/diego-rolan/profil/spieler/193938,2.0
Ermedin Demirovic,Centre-Forward,unknown,Bosnia-Herzegovina,https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457,1.0
Marc-André ter Stegen,Goalkeeper,1,Germany,https://www.transfermarkt.com/marc-andre-ter-stegen/profil/spieler/74857,90.0
Jasper Cillessen,Goalkeeper,13,Netherlands,https://www.transfermarkt.com/jasper-cillessen/profil/spieler/146227,18.0
Adrián Ortolá,Goalkeeper,unknown,Spain,https://www.transfermarkt.com/adrian-ortola/profil/spieler/142033,1.0
